,Date,H0,H1
0,2021-06,1042.119579422192,127.44319210344881
1,2021-08,1145.497867412144,145.93548588114402
2,2022-02,1263.9558479266682,197.78123768565337
3,2022-10,1186.5536021646367,179.78491398175026
4,2023-06,1190.6499139745038,167.34823571451383
5,2023-09,1212.559339099928,185.29545928554322
