,Date,H0,H1
0,2021-06,1346.6432333873972,126.184424383657
1,2021-08,1508.5460610720918,119.70973882858026
2,2022-02,1693.2997733273246,170.47434401736638
3,2022-10,1792.4018331633033,167.43421267242587
4,2023-06,1521.3635584328688,150.42633475612325
5,2023-09,1654.9063874222484,158.66083385157623
