,Date,H0,H1
0,2021-06,717.7258522,39.51872959
1,2021-08,691.9116192,30.26878415
2,2022-02,617.8294022,33.7760513
3,2022-10,696.5263774,37.98204133
4,2023-06,629.7828845,31.85151925
5,2023-09,678.2654267,33.35350521
