birth,death,dimension
2.906888425350189209e-01,3.316624760627746582e-01,1.000000000000000000e+00
2.906888425350189209e-01,3.287856578826904297e-01,1.000000000000000000e+00
2.906888425350189209e-01,3.258834183216094971e-01,1.000000000000000000e+00
2.906888425350189209e-01,3.234192430973052979e-01,1.000000000000000000e+00
2.906888425350189209e-01,3.218695521354675293e-01,1.000000000000000000e+00
2.906888425350189209e-01,3.176476061344146729e-01,1.000000000000000000e+00
2.906888425350189209e-01,3.163858354091644287e-01,1.000000000000000000e+00
2.906888425350189209e-01,3.163858354091644287e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.567912578582763672e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.343650698661804199e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.306055068969726562e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.306055068969726562e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.306055068969726562e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.271085321903228760e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.271085321903228760e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.238826990127563477e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.238826990127563477e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.238826990127563477e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.209361433982849121e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.209361433982849121e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.209361433982849121e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.196873366832733154e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.182766139507293701e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.182766139507293701e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.182766139507293701e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.165438473224639893e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.159113824367523193e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.120897412300109863e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.120897412300109863e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.120897412300109863e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.120897412300109863e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.120897412300109863e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.106444776058197021e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.106444776058197021e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.095157444477081299e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.095157444477081299e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.095157444477081299e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.087069690227508545e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.087069690227508545e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.082207143306732178e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.082207143306732178e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.082207143306732178e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.082207143306732178e-01,1.000000000000000000e+00
2.865309715270996094e-01,3.080584406852722168e-01,1.000000000000000000e+00
2.863564193248748779e-01,3.318131864070892334e-01,1.000000000000000000e+00
2.863564193248748779e-01,3.261901140213012695e-01,1.000000000000000000e+00
2.863564193248748779e-01,3.238826990127563477e-01,1.000000000000000000e+00
2.863564193248748779e-01,3.238826990127563477e-01,1.000000000000000000e+00
2.863564193248748779e-01,3.218695521354675293e-01,1.000000000000000000e+00
2.863564193248748779e-01,3.163858354091644287e-01,1.000000000000000000e+00
2.863564193248748779e-01,3.163858354091644287e-01,1.000000000000000000e+00
2.863564193248748779e-01,3.163858354091644287e-01,1.000000000000000000e+00
2.842534184455871582e-01,3.238826990127563477e-01,1.000000000000000000e+00
2.831960320472717285e-01,3.397057652473449707e-01,1.000000000000000000e+00
2.823118865489959717e-01,3.287856578826904297e-01,1.000000000000000000e+00
2.823118865489959717e-01,3.238826990127563477e-01,1.000000000000000000e+00
2.823118865489959717e-01,3.201562166213989258e-01,1.000000000000000000e+00
2.823118865489959717e-01,3.187475502490997314e-01,1.000000000000000000e+00
2.823118865489959717e-01,3.176476061344146729e-01,1.000000000000000000e+00
2.823118865489959717e-01,3.168596029281616211e-01,1.000000000000000000e+00
2.823118865489959717e-01,3.163858354091644287e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.728270232677459717e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.672873675823211670e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.524202108383178711e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.383784890174865723e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.343650698661804199e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.327161073684692383e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.306055068969726562e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.306055068969726562e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.271085321903228760e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.271085321903228760e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.271085321903228760e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.271085321903228760e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.271085321903228760e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.238826990127563477e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.238826990127563477e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.217141628265380859e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.182766139507293701e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.182766139507293701e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.179622590541839600e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.159113824367523193e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.159113824367523193e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.146426677703857422e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.146426677703857422e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.120897412300109863e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.120897412300109863e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.120897412300109863e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.120897412300109863e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.106444776058197021e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.106444776058197021e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.095157444477081299e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.095157444477081299e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.095157444477081299e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.095157444477081299e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.087069690227508545e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.087069690227508545e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.087069690227508545e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.082207143306732178e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.082207143306732178e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.082207143306732178e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.082207143306732178e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.080584406852722168e-01,1.000000000000000000e+00
2.817800641059875488e-01,3.080584406852722168e-01,1.000000000000000000e+00
2.785677611827850342e-01,3.287856578826904297e-01,1.000000000000000000e+00
2.785677611827850342e-01,3.287856578826904297e-01,1.000000000000000000e+00
2.785677611827850342e-01,3.226453065872192383e-01,1.000000000000000000e+00
2.785677611827850342e-01,3.201562166213989258e-01,1.000000000000000000e+00
2.785677611827850342e-01,3.187475502490997314e-01,1.000000000000000000e+00
2.785677611827850342e-01,3.168596029281616211e-01,1.000000000000000000e+00
2.785677611827850342e-01,3.168596029281616211e-01,1.000000000000000000e+00
2.785677611827850342e-01,3.162277638912200928e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.606937825679779053e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.426368236541748047e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.361547291278839111e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.295451402664184570e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.271085321903228760e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.271085321903228760e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.217141628265380859e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.209361433982849121e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.209361433982849121e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.209361433982849121e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.182766139507293701e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.182766139507293701e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.159113824367523193e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.159113824367523193e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.159113824367523193e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.159113824367523193e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.159113824367523193e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.120897412300109863e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.120897412300109863e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.120897412300109863e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.106444776058197021e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.106444776058197021e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.106444776058197021e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.106444776058197021e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.095157444477081299e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.095157444477081299e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.087069690227508545e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.087069690227508545e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.087069690227508545e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.087069690227508545e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.087069690227508545e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.082207143306732178e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.080584406852722168e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.080584406852722168e-01,1.000000000000000000e+00
2.773084938526153564e-01,3.080584406852722168e-01,1.000000000000000000e+00
2.765863239765167236e-01,3.426368236541748047e-01,1.000000000000000000e+00
2.751363217830657959e-01,3.348133862018585205e-01,1.000000000000000000e+00
2.751363217830657959e-01,3.318131864070892334e-01,1.000000000000000000e+00
2.751363217830657959e-01,3.261901140213012695e-01,1.000000000000000000e+00
2.751363217830657959e-01,3.218695521354675293e-01,1.000000000000000000e+00
2.751363217830657959e-01,3.163858354091644287e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.471311032772064209e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.438022732734680176e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.271085321903228760e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.266496658325195312e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.266496658325195312e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.238826990127563477e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.209361433982849121e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.209361433982849121e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.182766139507293701e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.182766139507293701e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.159113824367523193e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.159113824367523193e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.141655623912811279e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.140063583850860596e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.138470947742462158e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.120897412300109863e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.120897412300109863e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.120897412300109863e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.120897412300109863e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.106444776058197021e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.106444776058197021e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.106444776058197021e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.106444776058197021e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.106444776058197021e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.095157444477081299e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.095157444477081299e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.095157444477081299e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.095157444477081299e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.095157444477081299e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.095157444477081299e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.095157444477081299e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.087069690227508545e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.087069690227508545e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.087069690227508545e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.087069690227508545e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.082207143306732178e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.082207143306732178e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.082207143306732178e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.082207143306732178e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.082207143306732178e-01,1.000000000000000000e+00
2.731299996376037598e-01,3.082207143306732178e-01,1.000000000000000000e+00
2.720293998718261719e-01,3.458323180675506592e-01,1.000000000000000000e+00
2.720293998718261719e-01,3.371942937374114990e-01,1.000000000000000000e+00
2.720293998718261719e-01,3.316624760627746582e-01,1.000000000000000000e+00
2.720293998718261719e-01,3.287856578826904297e-01,1.000000000000000000e+00
2.720293998718261719e-01,3.238826990127563477e-01,1.000000000000000000e+00
2.720293998718261719e-01,3.168596029281616211e-01,1.000000000000000000e+00
2.720293998718261719e-01,3.168596029281616211e-01,1.000000000000000000e+00
2.720293998718261719e-01,3.163858354091644287e-01,1.000000000000000000e+00
2.692582309246063232e-01,3.518522381782531738e-01,1.000000000000000000e+00
2.692582309246063232e-01,3.436568081378936768e-01,1.000000000000000000e+00
2.692582309246063232e-01,3.343650698661804199e-01,1.000000000000000000e+00
2.692582309246063232e-01,3.218695521354675293e-01,1.000000000000000000e+00
2.692582309246063232e-01,3.209361433982849121e-01,1.000000000000000000e+00
2.692582309246063232e-01,3.187475502490997314e-01,1.000000000000000000e+00
2.692582309246063232e-01,3.182766139507293701e-01,1.000000000000000000e+00
2.692582309246063232e-01,3.182766139507293701e-01,1.000000000000000000e+00
2.692582309246063232e-01,3.168596029281616211e-01,1.000000000000000000e+00
2.692582309246063232e-01,3.165438473224639893e-01,1.000000000000000000e+00
2.692582309246063232e-01,3.165438473224639893e-01,1.000000000000000000e+00
2.692582309246063232e-01,3.163858354091644287e-01,1.000000000000000000e+00
2.692582309246063232e-01,3.159113824367523193e-01,1.000000000000000000e+00
2.692582309246063232e-01,3.159113824367523193e-01,1.000000000000000000e+00
2.692582309246063232e-01,3.159113824367523193e-01,1.000000000000000000e+00
