birth,death,dimension
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.800000071525573730e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802775710821151733e-01,0.000000000000000000e+00
